frame,measured_x,measured_y,kalman_x,kalman_y,loop_ms
92,471.0,253.0,472.19158935546875,251.76979064941406,0.40580000495538116
93,470.5,253.0,470.6344909667969,253.30613708496094,0.46529999235644937
94,467.5,255.0,469.38726806640625,254.36648559570312,0.4371999966679141
95,466.5,256.0,467.51812744140625,255.74081420898438,0.451300002168864
96,465.5,257.0,465.8572082519531,257.0162658691406,0.4819000023417175
97,463.5,257.5,464.37603759765625,258.2083740234375,0.42159999429713935
98,464.5,260.5,462.6944885253906,259.15679931640625,0.443900004029274
99,464.5,260.5,461.9089050292969,260.78875732421875,0.4467999970074743
100,462.0,261.5,461.49151611328125,261.9169616699219,0.46839998685754836
101,460.5,263.5,460.4761962890625,262.9853820800781,0.39169999945443124
102,458.0,262.0,459.31689453125,264.3592834472656,0.4972999886376783
103,458.0,264.0,457.6883850097656,264.751220703125,0.49500000022817403
104,456.5,264.5,456.5637512207031,265.5864562988281,0.4545999981928617
105,454.0,267.0,455.3233947753906,266.26556396484375,0.45140000293031335
106,454.0,267.5,453.6378173828125,267.52789306640625,0.3961000038543716
107,452.0,269.0,452.475830078125,268.56036376953125,0.43820000428240746
108,449.0,270.0,451.0383605957031,269.7554626464844,0.5042000120738521
109,449.0,272.5,449.0282897949219,270.9046325683594,0.4659000114770606
110,448.0,271.5,447.6190185546875,272.540283203125,0.43759999971371144
111,448.5,273.5,446.35186767578125,273.33294677734375,0.4474000015761703
112,446.5,273.0,445.72430419921875,274.49591064453125,0.43960000039078295
113,445.0,275.0,444.72528076171875,275.0839538574219,0.42640000174287707
114,445.0,275.0,443.5902404785156,276.09075927734375,0.4698999982792884
115,442.0,274.5,442.8675231933594,276.739990234375,0.418099996750243
116,440.5,277.0,441.41802978515625,276.9300842285156,0.4231000057188794
117,439.5,277.5,439.9063720703125,277.81585693359375,0.45539998973254114
118,438.5,278.5,438.52716064453125,278.5698547363281,0.4329999937908724
119,438.5,277.5,437.26019287109375,279.39398193359375,0.46499999007210135
120,435.5,279.0,436.4363708496094,279.5744934082031,0.4901000065729022
121,432.5,279.0,434.91253662109375,280.1209411621094,0.4639000107999891
122,432.5,279.5,432.8227844238281,280.4461975097656,0.4293999954825267
123,431.5,279.5,431.3426208496094,280.7752990722656,0.47110000741668046
124,430.0,279.5,430.0143737792969,280.9404602050781,0.42529999336693436
125,429.0,279.5,428.6339416503906,280.9823303222656,0.3966999938711524
126,428.5,279.0,427.3862609863281,280.9356689453125,0.4498000052990392
127,428.5,279.0,426.4196472167969,280.65399169921875,0.49170000420417637
128,426.5,279.0,425.8492736816406,280.3719177246094,0.4256000102031976
129,423.0,279.5,424.8839111328125,280.10406494140625,0.40380000427830964
130,424.5,279.0,423.0625915527344,280.0353088378906,0.4664000007323921
131,421.5,279.5,422.3100280761719,279.7843017578125,0.4690999921876937
132,419.5,278.0,420.84259033203125,279.7437438964844,0.4462999932002276
133,420.5,278.5,419.1468200683594,279.1765441894531,0.42149999353569
134,417.5,279.5,418.32806396484375,278.8944091796875,0.4167000006418675
135,417.5,278.0,416.8133239746094,279.0274658203125,0.47199999971780926
136,416.5,276.5,415.78765869140625,278.61859130859375,0.4842999915126711
137,414.0,276.0,414.8061828613281,277.7742004394531,0.490399994305335
138,414.0,275.0,413.3283996582031,276.94207763671875,0.41760000749491155
139,412.5,274.0,412.32781982421875,275.9601135253906,0.4265000025043264
140,410.0,274.0,411.1864013671875,274.872314453125,0.39319999632425606
141,410.0,273.5,409.5771484375,274.06573486328125,0.4554000042844564
142,407.5,270.0,408.4717102050781,273.322021484375,0.4808999947272241
143,407.0,272.0,406.8986511230469,271.58221435546875,0.4369999951450154
144,405.0,269.5,405.65228271484375,270.9843444824219,0.44350000098347664
145,403.0,270.5,404.1466979980469,269.740478515625,0.4408999957377091
146,403.5,268.0,402.4342041015625,269.20782470703125,0.48580000293441117
147,401.0,267.0,401.4392395019531,268.0238342285156,0.4228000034345314
148,399.5,265.0,399.9708251953125,266.8424987792969,0.42860000394284725
149,400.0,264.5,398.4688415527344,265.32147216796875,0.4827999946428463
150,398.0,264.0,397.6451416015625,264.0642395019531,0.4702000005636364
151,398.5,263.0,396.4871826171875,263.03057861328125,0.42359999497421086
152,396.5,263.5,395.9291076660156,262.0054626464844,0.43990000267513096
153,393.0,259.5,394.9682922363281,261.5138854980469,0.45039999531582
154,393.0,257.5,393.14581298828125,259.867919921875,0.4977000062353909
155,392.0,257.5,391.86187744140625,257.9945068359375,0.450699997600168
156,390.0,255.5,390.67010498046875,256.6570739746094,0.4318999999668449
157,390.5,256.0,389.20184326171875,255.0618133544922,0.42970001231878996
158,387.0,253.5,388.38983154296875,254.1424102783203,0.4571000026771799
159,388.5,254.5,386.70123291015625,252.71652221679688,0.43319999531377107
160,386.5,252.0,386.0601806640625,252.10887145996094,0.4310000076657161
161,384.0,252.5,385.03448486328125,250.92864990234375,0.43400000140536577
162,384.5,250.0,383.5140686035156,250.33238220214844,0.42749999556690454
163,381.5,248.5,382.6495361328125,249.148681640625,0.41880000208038837
164,379.0,248.5,381.08624267578125,247.8369903564453,0.4079999926034361
165,380.5,246.0,379.1354064941406,246.9522705078125,0.4334999975981191
166,377.0,246.0,378.28839111328125,245.5347900390625,0.4186000005574897
167,378.0,243.0,376.58050537109375,244.5658416748047,0.5773000011686236
168,375.0,242.0,375.7566833496094,242.90811157226562,0.43899999582208693
169,372.0,241.5,374.2420654296875,241.40090942382812,0.47620000259485096
170,374.5,238.0,372.1675109863281,240.2005615234375,0.484500007587485
171,372.5,240.0,371.5830993652344,238.19842529296875,0.41530000453349203
172,371.0,240.0,370.6215515136719,237.4877166748047,0.46349999320227653
173,371.0,238.0,369.51806640625,237.1186981201172,0.4363000043667853
174,369.5,237.5,368.8211364746094,236.30618286132812,0.46100000326987356
175,369.0,235.0,367.91839599609375,235.6484832763672,0.4991999885533005
176,368.5,235.0,367.1917419433594,234.40557861328125,0.5028000014135614
177,366.0,236.0,366.60003662109375,233.56552124023438,0.4268000047886744
178,364.0,234.0,365.40582275390625,233.4015350341797,0.48040000547189265
179,362.5,233.0,363.8981628417969,232.71812438964844,0.4793999978573993
180,360.5,233.0,362.3211364746094,231.9542999267578,0.43000000005122274
181,360.5,231.0,360.5240173339844,231.47291564941406,0.40240000816993415
182,357.0,232.5,359.2641296386719,230.51229858398438,0.4099000070709735
183,357.5,231.5,357.217041015625,230.3907928466797,0.45200000749900937
184,355.0,232.5,355.9476013183594,230.06292724609375,0.44850000995211303
185,355.5,232.5,354.26092529296875,230.25779724121094,0.41099998634308577
186,355.0,232.5,353.29290771484375,230.5092010498047,0.44410000555217266
187,353.0,232.0,352.5525817871094,230.78729248046875,0.4743000026792288
188,352.5,232.5,351.4577941894531,230.8944091796875,0.4222999996272847
189,352.0,232.0,350.5946044921875,231.2015380859375,0.4756999987876043
190,351.5,232.0,349.9122619628906,231.3077392578125,0.4661999992094934
191,350.0,232.0,349.36590576171875,231.4176025390625,0.4616999940481037
192,345.0,231.5,348.5663146972656,231.52439880371094,0.42529999336693436
193,343.0,231.5,346.3254699707031,231.44813537597656,0.4606000002240762
194,344.5,232.5,343.9863586425781,231.3973846435547,0.4253999941283837
195,341.5,231.0,342.8238220214844,231.71795654296875,0.4278999986127019
196,340.5,232.0,341.04290771484375,231.45628356933594,0.46320000546984375
197,339.5,233.5,339.4681396484375,231.60047912597656,0.4334999975981191
198,338.0,233.0,338.0672302246094,232.2482452392578,0.421199991251342
199,337.0,233.0,336.6331787109375,232.59063720703125,0.4670999915106222
200,336.0,235.0,335.34796142578125,232.85142517089844,0.4445999948075041
201,334.5,235.0,334.181640625,233.74343872070312,0.6778999959351495
202,334.5,236.0,332.9316711425781,234.4325714111328,0.47759999870322645
203,332.5,237.0,332.1365661621094,235.295166015625,0.41000000783242285
204,329.5,237.5,330.99908447265625,236.2863006591797,0.44270000944379717
205,329.5,240.5,329.2267150878906,237.1925048828125,0.41200000850949436
206,327.5,240.5,327.9993896484375,238.89553833007812,0.42350000876467675
207,327.0,239.0,326.51495361328125,240.17054748535156,0.5019999953219667
208,325.0,241.5,325.350341796875,240.55413818359375,0.42549999488983303
209,323.5,243.5,323.91748046875,241.6203155517578,0.43280000681988895
210,322.5,243.5,322.443115234375,243.06260681152344,0.5047000013291836
211,320.0,244.0,321.11376953125,244.0951690673828,0.5049999890616164
212,319.0,245.5,319.3766174316406,244.96328735351562,0.4330000083427876
213,319.0,247.0,317.84100341796875,246.04824829101562,0.4985999985365197
214,319.5,246.5,316.8249206542969,247.3063201904297,0.4245000018272549
215,318.0,249.0,316.400146484375,247.99632263183594,0.4347000067355111
216,315.5,251.5,315.7352294921875,249.2800750732422,0.4295999970054254
217,313.0,251.5,314.5084533691406,251.04200744628906,0.46860000293236226
218,313.0,253.5,312.8228454589844,252.29949951171875,0.43169999844394624
219,311.0,254.5,311.6513671875,253.84100341796875,0.45700000191573054
220,310.5,256.0,310.1982727050781,255.2540283203125,0.4130999877816066
221,311.0,255.0,309.04620361328125,256.7313537597656,0.49000000581145287
222,308.5,257.5,308.4892578125,257.377685546875,0.4650000046240166
223,308.5,257.0,307.3506774902344,258.585693359375,0.4988000000594184
224,306.0,259.0,306.6121520996094,259.20068359375,0.4318999999668449
225,304.5,261.5,305.3144836425781,260.2203674316406,0.4704000020865351
226,304.0,261.5,303.9144592285156,261.7491455078125,0.4898000042885542
227,302.0,263.0,302.7884826660156,262.8070983886719,0.43169999844394624
228,300.5,264.5,301.3602294921875,264.00738525390625,0.4332000098656863
229,301.5,265.0,299.8663635253906,265.32269287109375,0.4440000047907233
230,298.0,268.0,299.20343017578125,266.377197265625,0.4312000091886148
231,298.0,267.5,297.6287841796875,268.0977783203125,0.5153999954927713
232,295.0,269.5,296.54498291015625,269.1224060058594,0.44159998651593924
233,294.5,269.0,294.807861328125,270.4586181640625,0.48580000293441117
234,295.0,271.5,293.42559814453125,271.169921875,0.4889999981969595
235,294.0,271.5,292.68798828125,272.43408203125,0.4813999985344708
236,291.0,272.0,291.93902587890625,273.2715759277344,0.49530000251252204
237,291.5,272.0,290.4674987792969,273.94281005859375,0.4692000075010583
238,288.5,272.0,289.63958740234375,274.3133544921875,0.44660001003649086
239,288.5,275.0,288.10247802734375,274.4543151855469,0.42600001324899495
240,286.5,276.0,287.0462646484375,275.4798583984375,0.48469999455846846
241,284.5,275.0,285.6792907714844,276.5244140625,0.44499999785330147
242,284.0,277.0,284.0622253417969,276.8782653808594,0.4034000012325123
243,281.0,277.5,282.7766418457031,277.7315673828125,0.4817000008188188
244,280.5,277.0,280.8863525390625,278.4671630859375,0.4850999976042658
245,279.5,277.0,279.392822265625,278.7573547363281,0.4470999992918223
246,276.0,279.5,278.0526428222656,278.87054443359375,0.4302000015741214
247,277.5,279.5,275.9601745605469,279.7311096191406,0.44839999463874847
248,275.5,278.5,275.0229797363281,280.3219909667969,0.42219999886583537
249,273.5,278.0,273.7917785644531,280.34283447265625,0.49220000801142305
250,272.5,278.5,272.3152770996094,280.08758544921875,0.4957000055583194
251,271.5,279.0,270.99102783203125,279.9772033691406,0.39829999150242656
252,270.5,280.5,269.7900085449219,279.9996337890625,0.4726999904960394
253,270.5,280.0,268.68560791015625,280.49041748046875,0.484200005303137
254,270.5,279.0,268.00506591796875,280.6592102050781,0.44010000419802964
255,269.5,279.0,267.65631103515625,280.3927917480469,0.46999999904073775
256,266.0,279.5,267.2069091796875,280.13482666015625,0.39289999403990805
257,263.0,279.0,265.7816467285156,280.0714111328125,0.38519999361597
258,264.5,278.0,263.74200439453125,279.8222961425781,0.37209999572951347
259,262.5,278.0,262.8017578125,279.2547912597656,0.4287999909138307
